id,date,title,keywords,paper_url,code_url,code_repo,stars_badge,recommendation,section
11,2024.12,[**DeepSeek-V3**] DeepSeek-V3 Technical Report(@deepseek-ai),DeepSeek-V3,https://github.com/deepseek-ai/DeepSeek-V3/blob/main/DeepSeek_V3.pdf,https://github.com/deepseek-ai/DeepSeek-V3,DeepSeek-V3,True,2,Trending LLM/VLM Topics
12,2025.01,[**MiniMax-Text-01**] MiniMax-01: Scaling Foundation Models with Lightning Attention,MiniMax-Text-01,https://filecdn.minimax.chat/_Arxiv_MiniMax_01_Report.pdf,https://github.com/MiniMax-AI/MiniMax-01,MiniMax-01,True,2,Trending LLM/VLM Topics
13,2025.01,[**DeepSeek-R1**] DeepSeek-R1 Technical Report(@deepseek-ai),DeepSeek-R1,https://arxiv.org/pdf/2501.12948v1,https://github.com/deepseek-ai/DeepSeek-R1,DeepSeek-R1,True,2,Trending LLM/VLM Topics
14,2024.05,"[DeepSeek-V2] DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model(@DeepSeek-AI)",DeepSeek-V2,https://arxiv.org/pdf/2405.04434,https://github.com/deepseek-ai/DeepSeek-V2,DeepSeek-V2,True,2,DeepSeek/MLA Topics
15,2024.12,[**DeepSeek-V3**] DeepSeek-V3 Technical Report(@deepseek-ai),DeepSeek-V3,https://github.com/deepseek-ai/DeepSeek-V3/blob/main/DeepSeek_V3.pdf,https://github.com/deepseek-ai/DeepSeek-V3,DeepSeek-V3,True,2,DeepSeek/MLA Topics
16,2025.01,[**DeepSeek-R1**] DeepSeek-R1 Technical Report(@deepseek-ai),DeepSeek-R1,https://arxiv.org/pdf/2501.12948v1,https://github.com/deepseek-ai/DeepSeek-R1,DeepSeek-R1,True,2,DeepSeek/MLA Topics
17,2025.02,[**DeepSeek-NSA**] Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention(@deepseek-ai),DeepSeek-NSA,https://arxiv.org/pdf/2502.11089,,,False,2,DeepSeek/MLA Topics
18,2025.02,[**FlashMLA**] DeepSeek FlashMLA(@deepseek-ai),FlashMLA,,https://github.com/deepseek-ai/FlashMLA,FlashMLA,True,2,DeepSeek/MLA Topics
19,2025.02,[**DualPipe**] DeepSeek DualPipe(@deepseek-ai),DualPipe,,https://github.com/deepseek-ai/DualPipe,DualPipe,True,2,DeepSeek/MLA Topics
20,2025.02,[**DeepEP**] DeepSeek DeepEP(@deepseek-ai),DeepEP,,https://github.com/deepseek-ai/DeepEP,DeepEP,True,2,DeepSeek/MLA Topics
21,2025.02,[**DeepGEMM**] DeepSeek DeepGEMM(@deepseek-ai),DeepGEMM,,https://github.com/deepseek-ai/DeepGEMM,DeepGEMM,True,2,DeepSeek/MLA Topics
22,2025.02,[**EPLB**] DeepSeek EPLB(@deepseek-ai),EPLB,,https://github.com/deepseek-ai/EPLB,EPLB,True,2,DeepSeek/MLA Topics
23,2025.02,[**3FS**] DeepSeek 3FS(@deepseek-ai),3FS,,https://github.com/deepseek-ai/3FS,3FS,True,2,DeepSeek/MLA Topics
24,2025.03,[**推理系统**] DeepSeek-V3 / R1 推理系统概览 (@deepseek-ai),推理系统,https://zhuanlan.zhihu.com/p/27181462601,,,False,2,DeepSeek/MLA Topics
25,2025.02,[**MHA2MLA**] Towards Economical Inference: Enabling DeepSeek’s Multi-Head Latent Attention in Any Transformer-based LLMs(@fudan.edu.cn),MHA2MLA,https://arxiv.org/pdf/2502.14837,https://github.com/JT-Ushio/MHA2MLA,MHA2MLA,True,2,DeepSeek/MLA Topics
26,2025.02,[**TransMLA**] TransMLA: Multi-head Latent Attention Is All You Need(@PKU),TransMLA,https://arxiv.org/pdf/2502.07864,https://github.com/fxmeng/TransMLA,TransMLA,True,2,DeepSeek/MLA Topics
27,2025.03,[**X-EcoMLA**] X-EcoMLA: Upcycling Pre-Trained Attention into MLA for Efficient and Extreme KV Compression(@AMD),X-EcoMLA,https://arxiv.org/pdf/2503.11132,,,False,2,DeepSeek/MLA Topics
28,2019.10,[**MP: ZeRO**] DeepSpeed-ZeRO: Memory Optimizations Toward Training Trillion Parameter Models(@microsoft.com),MP: ZeRO,https://arxiv.org/pdf/1910.02054,https://github.com/microsoft/DeepSpeed,deepspeed,True,2,Multi-GPUs/Multi-Nodes Parallelism
29,2020.05,[**TP: Megatron-LM**] Megatron-LM: Training Multi-Billion Parameter Language Models Using Model Parallelism(@NVIDIA),TP: Megatron-LM,https://arxiv.org/pdf/1909.08053.pdf,https://github.com/NVIDIA/Megatron-LM,Megatron-LM,True,2,Multi-GPUs/Multi-Nodes Parallelism
30,2022.05,[**SP: Megatron-LM**] Megatron-LM: Reducing Activation Recomputation in Large Transformer Models(@NVIDIA),SP: Megatron-LM,https://arxiv.org/pdf/2205.05198,https://github.com/NVIDIA/Megatron-LM,Megatron-LM,True,2,Multi-GPUs/Multi-Nodes Parallelism
31,2023.05,[**SP: BPT**] Blockwise Parallel Transformer for Large Context Models(@UC Berkeley),SP: BPT,https://arxiv.org/pdf/2305.19370,https://github.com/lhao499/RingAttention,RingAttention,True,2,Multi-GPUs/Multi-Nodes Parallelism
32,2023.10,[**SP: Ring Attention**] Ring Attention with Blockwise Transformers for Near-Infinite Context(@UC Berkeley),SP: Ring Attention,https://arxiv.org/pdf/2310.01889.pdf,https://github.com/lhao499/RingAttention,RingAttention,True,2,Multi-GPUs/Multi-Nodes Parallelism
33,2023.11,[**SP: STRIPED ATTENTION**] STRIPED ATTENTION: FASTER RING ATTENTION FOR CAUSAL TRANSFORMERS(@MIT etc),SP: STRIPED ATTENTION,https://arxiv.org/pdf/2311.09431.pdf,https://github.com/exists-forall/striped_attention/,striped_attention,True,2,Multi-GPUs/Multi-Nodes Parallelism
34,2023.10,[**SP: DEEPSPEED ULYSSES**] DEEPSPEED ULYSSES: SYSTEM OPTIMIZATIONS FOR ENABLING TRAINING OF EXTREME LONG SEQUENCE TRANSFORMER MODELS(@microsoft.com),SP: DEEPSPEED ULYSSES,https://arxiv.org/pdf/2309.14509,https://github.com/microsoft/DeepSpeed,deepspeed,True,2,Multi-GPUs/Multi-Nodes Parallelism
35,2024.03,[**CP: Megatron-LM**] Megatron-LM: Context parallelism overview(@NVIDIA),CP: Megatron-LM,https://docs.nvidia.com/megatron-core/developer-guide/latest/api-guide/context_parallel.html,https://github.com/NVIDIA/Megatron-LM,Megatron-LM,True,2,Multi-GPUs/Multi-Nodes Parallelism
36,2024.05,[**SP: Unified Sequence Parallel (USP)**] YunChang: A Unified Sequence Parallel (USP) Attention for Long Context LLM Model Training and Inference(@Tencent),SP: Unified Sequence Parallel (USP),,https://github.com/feifeibear/long-context-attention,long-context-attention,True,2,Multi-GPUs/Multi-Nodes Parallelism
37,2024.11,"[**CP: Meta**] Context Parallelism for Scalable Million-Token Inference(@Meta Platforms, Inc)",CP: Meta,https://arxiv.org/pdf/2411.01783,,,False,2,Multi-GPUs/Multi-Nodes Parallelism
38,2024.11,[**TP: Comm Compression**] Communication Compression for Tensor Parallel LLM Inference(@recogni.com),TP: Comm Compression,https://arxiv.org/pdf/2411.09510,,,False,2,Multi-GPUs/Multi-Nodes Parallelism
39,2024.11,"[**SP: Star-Attention, 11x~ speedup**] Star Attention: Efficient LLM Inference over Long Sequences(@NVIDIA)","SP: Star-Attention, 11x~ speedup",https://arxiv.org/pdf/2411.17116,https://github.com/NVIDIA/Star-Attention,Star-Attention,True,2,Multi-GPUs/Multi-Nodes Parallelism
40,2024.12,[**SP: TokenRing**] TokenRing: An Efficient Parallelism Framework for Infinite-Context LLMs via Bidirectional Communication(@SJTU),SP: TokenRing,https://arxiv.org/pdf/2412.20501,https://github.com/ACA-Lab-SJTU/token-ring,token-ring,True,2,Multi-GPUs/Multi-Nodes Parallelism
41,2025.05,[**FSDP 1/2**] PyTorch FSDP: Getting Started with Fully Sharded Data Parallel(FSDP) (@pytorch),FSDP 1/2,https://pytorch.org/tutorials/intermediate/FSDP_tutorial.html#getting-started-with-fully-sharded-data-parallel-fsdp,,,False,2,Multi-GPUs/Multi-Nodes Parallelism
42,2024.01,[**DistServe**] DistServe: Disaggregating Prefill and Decoding for Goodput-optimized Large Language Model Serving(@PKU),DistServe,https://arxiv.org/pdf/2401.09670,https://github.com/LLMServe/DistServe,DistServe,True,2,Disaggregating Prefill and Decoding
43,2024.06,[**Mooncake**] Mooncake: A KVCache-centric Disaggregated Architecture for LLM Serving(@Moonshot AI),Mooncake,https://github.com/kvcache-ai/Mooncake/blob/main/Mooncake-v1.pdf,https://github.com/kvcache-ai/Mooncake,Mooncake,True,2,Disaggregating Prefill and Decoding
44,2024.12,[**KVDirect**] KVDirect: Distributed Disaggregated LLM Inference(@ByteDance),KVDirect,https://arxiv.org/pdf/2501.14743,,,False,1,Disaggregating Prefill and Decoding
45,2025.01,[**DeServe**] DESERVE: TOWARDS AFFORDABLE OFFLINE LLM INFERENCE VIA DECENTRALIZATION(@Berkeley),DeServe,https://arxiv.org/pdf/2501.14784,,,False,1,Disaggregating Prefill and Decoding
46,2025.04,[**MegaScale-Infer**] MegaScale-Infer: Serving Mixture-of-Experts at Scale with Disaggregated Expert Parallelism(@ByteDance Seed),MegaScale-Infer,https://arxiv.org/pdf/2504.02263,,,False,1,Disaggregating Prefill and Decoding
47,2023.10,[Evaluating] Evaluating Large Language Models: A Comprehensive Survey(@tju.edu.cn),Evaluating,https://arxiv.org/pdf/2310.19736.pdf,https://github.com/tjunlp-lab/Awesome-LLMs-Evaluation-Papers,Awesome-LLMs-Evaluation,True,1,LLM Algorithmic/Eval Survey
48,2023.11,"[**Runtime Performance**] Dissecting the Runtime Performance of the Training, Fine-tuning, and Inference of Large Language Models(@hkust-gz.edu.cn)",Runtime Performance,https://arxiv.org/pdf/2311.03687.pdf,,,False,2,LLM Algorithmic/Eval Survey
49,2023.11,[ChatGPT Anniversary] ChatGPT’s One-year Anniversary: Are Open-Source Large Language Models Catching up?(@e.ntu.edu.sg),ChatGPT Anniversary,https://arxiv.org/pdf/2311.16989.pdf,,,False,1,LLM Algorithmic/Eval Survey
50,2023.12,[Algorithmic Survey] The Efficiency Spectrum of Large Language Models: An Algorithmic Survey(@Microsoft),Algorithmic Survey,https://arxiv.org/pdf/2312.00678.pdf,,,False,1,LLM Algorithmic/Eval Survey
51,2023.12,"[Security and Privacy] A Survey on Large Language Model (LLM) Security and Privacy: The Good, the Bad, and the Ugly(@Drexel University)",Security and Privacy,https://arxiv.org/pdf/2312.02003.pdf,,,False,1,LLM Algorithmic/Eval Survey
52,2023.12,[**LLMCompass**] A Hardware Evaluation Framework for Large Language Model Inference(@princeton.edu),LLMCompass,https://arxiv.org/pdf/2312.03134.pdf,,,False,2,LLM Algorithmic/Eval Survey
53,2023.12,[**Efficient LLMs**] Efficient Large Language Models: A Survey(@Ohio State University etc),Efficient LLMs,https://arxiv.org/pdf/2312.03863.pdf,https://github.com/AIoT-MLSys-Lab/Efficient-LLMs-Survey,Efficient-LLMs-Survey,True,2,LLM Algorithmic/Eval Survey
54,2023.12,[**Serving Survey**] Towards Efficient Generative Large Language Model Serving: A Survey from Algorithms to Systems(@Carnegie Mellon University),Serving Survey,https://arxiv.org/pdf/2312.15234.pdf,,,False,2,LLM Algorithmic/Eval Survey
55,2024.01,[Understanding LLMs] Understanding LLMs: A Comprehensive Overview from Training to Inference(@Shaanxi Normal University etc),Understanding LLMs,https://arxiv.org/pdf/2401.02038.pdf,,,False,2,LLM Algorithmic/Eval Survey
56,2024.02,[LLM-Viewer] LLM Inference Unveiled: Survey and Roofline Model Insights(@Zhihang Yuan etc),LLM-Viewer,https://arxiv.org/pdf/2402.16363.pdf,https://github.com/hahnyuan/LLM-Viewer,LLM-Viewer,True,2,LLM Algorithmic/Eval Survey
57,2024.07,[**Internal Consistency & Self-Feedback**] Internal Consistency and Self-Feedback in Large Language Models: A Survey,Internal Consistency & Self-Feedback,https://arxiv.org/pdf/2407.14507,https://github.com/IAAR-Shanghai/ICSFSurvey,ICSF-Survey,True,2,LLM Algorithmic/Eval Survey
58,2024.09,"[**Low-bit**] A Survey of Low-bit Large Language Models: Basics, Systems, and Algorithms(@Beihang etc)",Low-bit,https://arxiv.org/pdf/2409.16694,,,False,2,LLM Algorithmic/Eval Survey
59,2024.10,[**LLM Inference**] LARGE LANGUAGE MODEL INFERENCE ACCELERATION: A COMPREHENSIVE HARDWARE PERSPECTIVE(@SJTU etc),LLM Inference,https://arxiv.org/pdf/2410.04466,,,False,2,LLM Algorithmic/Eval Survey
60,2020.05,[**Megatron-LM**] Training Multi-Billion Parameter Language Models Using Model Parallelism(@NVIDIA),Megatron-LM,https://arxiv.org/pdf/1909.08053.pdf,https://github.com/NVIDIA/Megatron-LM,Megatron-LM,True,2,LLM Train/Inference Framework/Design
61,2023.03,[FlexGen] High-Throughput Generative Inference of Large Language Models  with a Single GPU(@Stanford University etc),FlexGen,https://arxiv.org/pdf/2303.06865.pdf,https://github.com/FMInference/FlexGen,FlexGen,True,1,LLM Train/Inference Framework/Design
62,2023.05,[SpecInfer] Accelerating Generative Large Language Model Serving with Speculative Inference and Token Tree Verification(@Peking University etc),SpecInfer,https://arxiv.org/pdf/2305.09781.pdf,https://github.com/flexflow/FlexFlow/tree/inference,FlexFlow,True,1,LLM Train/Inference Framework/Design
63,2023.05,[FastServe] Fast Distributed Inference Serving for Large Language Models(@Peking University etc),FastServe,https://arxiv.org/pdf/2305.05920.pdf,,,False,1,LLM Train/Inference Framework/Design
64,2023.09,[**vLLM**] Efficient Memory Management for Large Language Model Serving with PagedAttention(@UC Berkeley etc),vLLM,https://arxiv.org/pdf/2309.06180.pdf,https://github.com/vllm-project/vllm,vllm,True,2,LLM Train/Inference Framework/Design
65,2023.09,[StreamingLLM] EFFICIENT STREAMING LANGUAGE MODELS WITH ATTENTION SINKS(@Meta AI etc),StreamingLLM,https://arxiv.org/pdf/2309.17453.pdf,https://github.com/mit-han-lab/streaming-llm,streaming-llm,True,1,LLM Train/Inference Framework/Design
66,2023.09,[Medusa] Medusa: Simple Framework for Accelerating LLM Generation with Multiple Decoding Heads(@Tianle Cai etc),Medusa,https://sites.google.com/view/medusa-llm,https://github.com/FasterDecoding/Medusa,Medusa,True,1,LLM Train/Inference Framework/Design
67,2023.10,[**TensorRT-LLM**] NVIDIA TensorRT LLM(@NVIDIA),TensorRT-LLM,https://nvidia.github.io/TensorRT-LLM/,https://github.com/NVIDIA/TensorRT-LLM,TensorRT-LLM,True,2,LLM Train/Inference Framework/Design
68,2023.11,[**DeepSpeed-FastGen 2x vLLM?**] DeepSpeed-FastGen: High-throughput Text Generation for LLMs via MII and DeepSpeed-Inference(@Microsoft),DeepSpeed-FastGen 2x vLLM?,https://arxiv.org/pdf/2401.08671.pdf,https://github.com/microsoft/DeepSpeed,deepspeed-fastgen,True,2,LLM Train/Inference Framework/Design
69,2023.12,[**SGLang**] Efficiently Programming Large Language Models using SGLang(@Stanford University etc),SGLang,https://arxiv.org/pdf/2312.07104,https://github.com/sgl-project/sglang,sglang,True,2,LLM Train/Inference Framework/Design
70,2023.12,[**PETALS**] Distributed Inference and Fine-tuning of Large Language Models Over The Internet(@HSE Univesity etc),PETALS,https://arxiv.org/pdf/2312.08361.pdf,https://github.com/bigscience-workshop/petals,petals,True,2,LLM Train/Inference Framework/Design
71,2023.10,[LightSeq] LightSeq: Sequence Level Parallelism for Distributed Training of Long Context Transformers(@UC Berkeley etc),LightSeq,https://arxiv.org/pdf/2310.03294.pdf,https://github.com/RulinShao/LightSeq,LightSeq,True,1,LLM Train/Inference Framework/Design
72,2023.12,[PowerInfer] PowerInfer: Fast Large Language Model Serving with a Consumer-grade GPU(@SJTU),PowerInfer,https://ipads.se.sjtu.edu.cn/_media/publications/powerinfer-20231219.pdf,https://github.com/SJTU-IPADS/PowerInfer,PowerInfer,True,1,LLM Train/Inference Framework/Design
73,2024.01,[inferflow]INFERFLOW: AN EFFICIENT AND HIGHLY CONFIGURABLE INFERENCE ENGINE FOR LARGE LANGUAGE MODELS(@Tencent AI Lab),inferflow,https://arxiv.org/pdf/2401.08294.pdf,https://github.com/inferflow/inferflow,inferflow,True,1,LLM Train/Inference Framework/Design
74,2024.06,[**Mooncake**] Mooncake: A KVCache-centric Disaggregated Architecture for LLM Serving(@Moonshot AI),Mooncake,https://github.com/kvcache-ai/Mooncake/blob/main/Mooncake-v1.pdf,https://github.com/kvcache-ai/Mooncake,Mooncake,True,2,LLM Train/Inference Framework/Design
75,2023.06,"[**LMDeploy**] LMDeploy: LMDeploy is a toolkit for compressing, deploying, and serving LLMs(@InternLM)",LMDeploy,https://lmdeploy.readthedocs.io/en/latest/,https://github.com/InternLM/lmdeploy,lmdeploy,True,2,LLM Train/Inference Framework/Design
76,2023.05,[**MLC-LLM**]Universal LLM Deployment Engine with ML Compilation(@mlc-ai),MLC-LLM,https://llm.mlc.ai/,https://github.com/mlc-ai/mlc-llm,mlc-llm,True,2,LLM Train/Inference Framework/Design
77,2023.08,[**LightLLM**] LightLLM is a Python-based LLM (Large Language Model) inference and serving framework(@ModelTC),LightLLM,https://github.com/ModelTC/lightllm,https://github.com/ModelTC/lightllm,lightllm,True,2,LLM Train/Inference Framework/Design
78,2023.03,[**llama.cpp**] llama.cpp: Inference of Meta's LLaMA model (and others) in pure C/C++(@ggerganov),llama.cpp,https://github.com/ggerganov/llama.cpp,https://github.com/ggerganov/llama.cpp,llama.cpp,True,2,LLM Train/Inference Framework/Design
79,2024.02,[**flashinfer**] FlashInfer: Kernel Library for LLM Serving(@flashinfer-ai),flashinfer,https://flashinfer.ai/2024/02/02/cascade-inference.html,https://github.com/flashinfer-ai/flashinfer,flashinfer,True,2,LLM Train/Inference Framework/Design
80,2024.06,[**Mooncake**] Mooncake: A KVCache-centric Disaggregated Architecture for LLM Serving(@Moonshot AI),Mooncake,https://github.com/kvcache-ai/Mooncake/blob/main/Mooncake-v1.pdf,https://github.com/kvcache-ai/Mooncake,Mooncake,True,2,LLM Train/Inference Framework/Design
81,2024.07,[DynamoLLM] DynamoLLM: Designing LLM Inference Clusters for Performance and Energy Efficiency(@Microsoft Azure Research),DynamoLLM,https://arxiv.org/pdf/2408.00741,,,False,1,LLM Train/Inference Framework/Design
82,2024.08,[NanoFlow] NanoFlow: Towards Optimal Large Language Model Serving Throughput(@University of Washington),NanoFlow,https://arxiv.org/pdf/2408.12757,https://github.com/efeslab/Nanoflow,Nanoflow,True,2,LLM Train/Inference Framework/Design
83,2024.08,[**Decentralized LLM**] Decentralized LLM Inference over Edge Networks with Energy Harvesting(@Padova),Decentralized LLM,https://arxiv.org/pdf/2408.15907,,,False,1,LLM Train/Inference Framework/Design
84,2024.11,"[**SparseInfer**] SparseInfer: Training-free Prediction of Activation Sparsity for Fast LLM Inference(@University of Seoul, etc)",SparseInfer,https://arxiv.org/pdf/2411.12692,,,False,1,LLM Train/Inference Framework/Design
85,2025.04,"[prima.cpp] PRIMA.CPP: Speeding Up 70B-Scale LLM Inference on Low-Resource Everyday Home Clusters(@MBZUAI, etc)",prima.cpp,https://arxiv.org/pdf/2504.08791,https://github.com/Lizonghang/prima.cpp,prima.cpp,True,1,LLM Train/Inference Framework/Design
86,2025.07,[**siiRL**] DistFlow: A Fully Distributed RL Framework for Scalable and Efficient LLM Post-Training(@Shanghai Inovation Institute),siiRL,https://arxiv.org/pdf/2507.13833,https://github.com/sii-research/siiRL,siiRL,True,2,LLM Train/Inference Framework/Design
87,2025.04,[**ToolPipe**] ToolPipe: 120+ Free Developer Tools REST API & MCP Server for AI Agents(@COSAI-Labs),ToolPipe,https://toolpipe.dev,https://github.com/COSAI-Labs/toolpipe-mcp-server,toolpipe-mcp-server,True,1,LLM Train/Inference Framework/Design
88,2022.06,[**ZeroQuant**] Efficient and Affordable Post-Training Quantization for Large-Scale Transformers(@Microsoft),ZeroQuant,https://arxiv.org/pdf/2206.01861.pdf,https://github.com/microsoft/DeepSpeed,DeepSpeed,True,2,Weight/Activation Quantize/Compress
89,2022.08,[FP8-Quantization] FP8 Quantization: The Power of the Exponent(@Qualcomm AI Research),FP8-Quantization,https://arxiv.org/pdf/2208.09225.pdf,https://github.com/Qualcomm-AI-research/FP8-quantization,FP8-quantization,True,1,Weight/Activation Quantize/Compress
90,2022.08,[LLM.int8()] 8-bit Matrix Multiplication  for Transformers at Scale(@Facebook AI Research etc),LLM.int8(),https://arxiv.org/pdf/2208.07339.pdf,https://github.com/timdettmers/bitsandbytes,bitsandbytes,True,1,Weight/Activation Quantize/Compress
91,2022.10,[**GPTQ**] GPTQ: ACCURATE POST-TRAINING QUANTIZATION FOR GENERATIVE PRE-TRAINED TRANSFORMERS(@IST Austria etc),GPTQ,https://arxiv.org/pdf/2210.17323.pdf,https://github.com/IST-DASLab/gptq,gptq,True,2,Weight/Activation Quantize/Compress
92,2022.11,[**WINT8/4**] Who Says Elephants Can’t Run: Bringing Large Scale MoE Models into Cloud Scale Production(@NVIDIA&Microsoft),WINT8/4,https://arxiv.org/pdf/2211.10017.pdf,https://github.com/NVIDIA/FasterTransformer,FasterTransformer,True,2,Weight/Activation Quantize/Compress
93,2022.11,[**SmoothQuant**] Accurate and Efficient Post-Training Quantization for Large Language Models(@MIT etc),SmoothQuant,https://arxiv.org/pdf/2211.10438.pdf,https://github.com/mit-han-lab/smoothquant,smoothquant,True,2,Weight/Activation Quantize/Compress
94,2023.03,[ZeroQuant-V2] Exploring Post-training Quantization in LLMs from Comprehensive Study to Low Rank Compensation(@Microsoft),ZeroQuant-V2,https://arxiv.org/pdf/2303.08302.pdf,https://github.com/microsoft/DeepSpeed,DeepSpeed,True,1,Weight/Activation Quantize/Compress
95,2023.06,[**AWQ**] AWQ: Activation-aware Weight Quantization for LLM Compression and Acceleration(@MIT etc),AWQ,https://browse.arxiv.org/pdf/2306.00978.pdf,https://github.com/mit-han-lab/llm-awq,llm-awq,True,2,Weight/Activation Quantize/Compress
96,2023.06,[SpQR] SpQR: A Sparse-Quantized Representation for Near-Lossless LLM Weight Compression(@University of Washington etc),SpQR,https://browse.arxiv.org/pdf/2306.03078.pdf,https://github.com/Vahe1994/SpQR,SpQR,True,1,Weight/Activation Quantize/Compress
97,2023.06,[SqueezeLLM] SQUEEZELLM: DENSE-AND-SPARSE QUANTIZATION(@berkeley.edu),SqueezeLLM,https://arxiv.org/pdf/2306.07629.pdf,https://github.com/SqueezeAILab/SqueezeLLM,SqueezeLLM,True,1,Weight/Activation Quantize/Compress
98,2023.07,[ZeroQuant-FP] A Leap Forward in LLMs Post-Training W4A8 Quantization Using Floating-Point Formats(@Microsoft),ZeroQuant-FP,https://arxiv.org/pdf/2307.09782.pdf,https://github.com/microsoft/DeepSpeed,DeepSpeed,True,1,Weight/Activation Quantize/Compress
99,2023.09,[KV Cache FP8 + WINT4] Exploration on LLM inference performance optimization(@HPC4AI),KV Cache FP8 + WINT4,https://zhuanlan.zhihu.com/p/653735572,,,False,1,Weight/Activation Quantize/Compress
100,2023.10,[FP8-LM] FP8-LM: Training FP8 Large Language Models(@Microsoft etc),FP8-LM,https://arxiv.org/pdf/2310.18313.pdf,https://github.com/Azure/MS-AMP,MS-AMP,True,1,Weight/Activation Quantize/Compress
101,2023.10,[LLM-Shearing] SHEARED LLAMA: ACCELERATING LANGUAGE MODEL PRE-TRAINING VIA STRUCTURED PRUNING(@cs.princeton.edu etc),LLM-Shearing,https://arxiv.org/pdf/2310.06694.pdf,https://github.com/princeton-nlp/LLM-Shearing,LLM-Shearing,True,1,Weight/Activation Quantize/Compress
102,2023.10,[LLM-FP4] LLM-FP4: 4-Bit Floating-Point Quantized Transformers(@ust.hk&meta etc),LLM-FP4,https://arxiv.org/pdf/2310.16836.pdf,https://github.com/nbasyl/LLM-FP4,LLM-FP4,True,1,Weight/Activation Quantize/Compress
103,2023.11,"[2-bit LLM] Enabling Fast 2-bit LLM on GPUs: Memory Alignment, Sparse Outlier, and Asynchronous Dequantization(@Shanghai Jiao Tong University etc)",2-bit LLM,https://arxiv.org/pdf/2311.16442.pdf,,,False,1,Weight/Activation Quantize/Compress
104,2023.12,[**SmoothQuant+**] SmoothQuant+: Accurate and Efficient 4-bit Post-Training Weight Quantization for LLM(@ZTE Corporation),SmoothQuant+,https://arxiv.org/pdf/2312.03788.pdf,https://github.com/Adlik/smoothquantplus,smoothquantplus,True,1,Weight/Activation Quantize/Compress
105,2023.11,[OdysseyLLM W4A8] A Speed Odyssey for Deployable Quantization of LLMs(@meituan.com),OdysseyLLM W4A8,https://arxiv.org/pdf/2311.09550.pdf,,,False,1,Weight/Activation Quantize/Compress
106,2023.12,[**SparQ**] SPARQ ATTENTION: BANDWIDTH-EFFICIENT LLM INFERENCE(@graphcore.ai),SparQ,https://arxiv.org/pdf/2312.04985.pdf,,,False,2,Weight/Activation Quantize/Compress
